build_type,group_id,measurement_name,impl_description,timestamp,0,100,200,300,400,500,600,700,800,900,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,15000
sequential,add_existing_x300,average,:gb_sets.add/2,2026-04-06T00:37:56.384491Z,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential,add_existing_x300,average,:gb_trees.enter/3,2026-04-06T00:37:56.452996Z,,,,1.07e5,100244.8,106909.38775510204,115661.6,116556.73469387754,121562.4,123107.75510204081,117578.4,132563.2,144725.6,142939.2,149142.85714285713,154251.2,155268.57142857142,151989.6,157960.8,161436.8,168926.5306122449
sequential,add_existing_x300,average,:xb5_bag.add/2,2026-04-06T00:37:56.444335Z,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential,add_existing_x300,average,:xb5_sets.add/2,2026-04-06T00:37:56.359819Z,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential,add_existing_x300,average,:xb5_trees.enter/3,2026-04-06T00:37:56.473743Z,,,,105392.0,108288.8,115176.8,112943.02040816327,116704.8163265306,120525.28,123185.92,126024.0,141574.24,145677.44,152432.48979591837,159225.28,159147.84,163086.4,167592.8,169848.16326530612,166487.52,176521.28
sequential,add_existing_x300,minimum,:gb_sets.add/2,2026-04-06T00:37:56.384491Z,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sequential,add_existing_x300,minimum,:gb_trees.enter/3,2026-04-06T00:37:56.452996Z,,,,107000,99520,105360,113360,113560,118520,120800,115200,129640,141760,139960,146360,151200,152160,149520,154840,157840,165920
sequential,add_existing_x300,minimum,:xb5_bag.add/2,2026-04-06T00:37:56.444335Z,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sequential,add_existing_x300,minimum,:xb5_sets.add/2,2026-04-06T00:37:56.359819Z,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sequential,add_existing_x300,minimum,:xb5_trees.enter/3,2026-04-06T00:37:56.473743Z,,,,105392,107656,114072,111544,115544,119112,121808,124288,140000,144008,150992,157552,157592,161328,165640,167896,164728,174760
sequential,add_existing_x300,25th_percentile,:gb_sets.add/2,2026-04-06T00:37:56.384491Z,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential,add_existing_x300,25th_percentile,:gb_trees.enter/3,2026-04-06T00:37:56.452996Z,,,,1.07e5,99880.0,106540.0,114770.0,115820.0,120760.0,1.225e5,116740.0,131660.0,143740.0,141750.0,148360.0,153150.0,154340.0,151060.0,157120.0,1.605e5,1.681e5
sequential,add_existing_x300,25th_percentile,:xb5_bag.add/2,2026-04-06T00:37:56.444335Z,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential,add_existing_x300,25th_percentile,:xb5_sets.add/2,2026-04-06T00:37:56.359819Z,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential,add_existing_x300,25th_percentile,:xb5_trees.enter/3,2026-04-06T00:37:56.473743Z,,,,105392.0,107998.0,114838.0,112420.0,116236.0,120134.0,122436.0,125486.0,141018.0,145146.0,151968.0,158678.0,158440.0,162610.0,166904.0,169312.0,165932.0,175896.0
sequential,add_existing_x300,median,:gb_sets.add/2,2026-04-06T00:37:56.384491Z,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential,add_existing_x300,median,:gb_trees.enter/3,2026-04-06T00:37:56.452996Z,,,,1.07e5,100180.0,106960.0,115760.0,116640.0,121720.0,1.23e5,1.174e5,132520.0,144640.0,142940.0,1.492e5,154160.0,1.552e5,152080.0,158120.0,161360.0,168960.0
sequential,add_existing_x300,median,:xb5_bag.add/2,2026-04-06T00:37:56.444335Z,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential,add_existing_x300,median,:xb5_sets.add/2,2026-04-06T00:37:56.359819Z,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential,add_existing_x300,median,:xb5_trees.enter/3,2026-04-06T00:37:56.473743Z,,,,105392.0,108244.0,115156.0,112872.0,116664.0,120596.0,123240.0,126124.0,141452.0,145744.0,152432.0,159120.0,159260.0,163044.0,167708.0,169848.0,166340.0,176580.0
sequential,add_existing_x300,75th_percentile,:gb_sets.add/2,2026-04-06T00:37:56.384491Z,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential,add_existing_x300,75th_percentile,:gb_trees.enter/3,2026-04-06T00:37:56.452996Z,,,,1.07e5,100530.0,107340.0,1.165e5,1.174e5,122530.0,123720.0,118720.0,133490.0,145810.0,144090.0,149940.0,155090.0,155980.0,152730.0,158850.0,162540.0,1.698e5
sequential,add_existing_x300,75th_percentile,:xb5_bag.add/2,2026-04-06T00:37:56.444335Z,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential,add_existing_x300,75th_percentile,:xb5_sets.add/2,2026-04-06T00:37:56.359819Z,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sequential,add_existing_x300,75th_percentile,:xb5_trees.enter/3,2026-04-06T00:37:56.473743Z,,,,105392.0,108586.0,115594.0,113488.0,117192.0,120980.0,123832.0,126664.0,142180.0,146232.0,152924.0,159762.0,159696.0,163690.0,168252.0,170456.0,1.671e5,177072.0
sequential,add_existing_x300,maximum,:gb_sets.add/2,2026-04-06T00:37:56.384491Z,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sequential,add_existing_x300,maximum,:gb_trees.enter/3,2026-04-06T00:37:56.452996Z,,,,107000,101400,108360,118080,119200,124920,125000,119960,136200,147520,145920,152280,157360,158600,154840,160920,164440,171560
sequential,add_existing_x300,maximum,:xb5_bag.add/2,2026-04-06T00:37:56.444335Z,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sequential,add_existing_x300,maximum,:xb5_sets.add/2,2026-04-06T00:37:56.359819Z,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sequential,add_existing_x300,maximum,:xb5_trees.enter/3,2026-04-06T00:37:56.473743Z,,,,105392,109208,116624,114416,118288,121952,124784,127928,143200,147696,153768,160816,160848,164592,169328,171704,168488,177944
sequential,add_new_x300,average,:gb_sets.add/2,2026-04-06T00:37:56.342820Z,97419.04,104880.97959183673,107527.44186046511,113288.32,105881.6,113000.32,116777.6,118740.48,120541.44,123854.60869565218,117338.88,129351.04,138291.2,134970.88,141591.65217391305,144729.6,146769.28,142986.66666666666,146851.2,150236.8,157518.72
sequential,add_new_x300,average,:gb_trees.enter/3,2026-04-06T00:37:56.390909Z,120175.52,129329.4693877551,132609.3023255814,139810.4,130552.0,139450.4,144172.0,146625.6,148876.8,153018.26086956522,144873.6,159888.8,171064.0,166913.6,175189.5652173913,179112.0,181661.6,176933.33333333334,181764.0,185996.0,195098.4
sequential,add_new_x300,average,:xb5_bag.add/2,2026-04-06T00:37:56.448887Z,97851.68,112209.92,120993.95555555556,126494.56,128876.8,132648.0,132302.60869565216,137512.8,139185.44,139353.76,140968.48,150780.4081632653,152291.2,158044.16,164289.44,163986.88,167526.72,171555.52,173245.12,169395.47826086957,179252.96
sequential,add_new_x300,average,:xb5_sets.add/2,2026-04-06T00:37:56.458120Z,81602.08,93188.48,99101.87755102041,102639.52,106727.04,108440.32,108672.52173913043,112107.52,112648.64,111202.24,111644.64,120448.0,122731.04,123696.48,127852.16,132366.08,133147.8260869565,135464.96,135776.96,136319.2,139370.08
sequential,add_new_x300,average,:xb5_trees.enter/3,2026-04-06T00:37:56.409705Z,110842.88,125269.12,133924.4081632653,139441.6,142202.44897959183,1.452e5,144759.36,150590.56,151920.48,151963.84,153103.36,162551.84,163538.72,169017.76,175013.6,174626.72,178118.4,181665.92,183456.64,179534.26086956522,189295.84
sequential,add_new_x300,minimum,:gb_sets.add/2,2026-04-06T00:37:56.342820Z,88544,103808,107328,112896,105664,112672,116384,118240,120224,123616,117024,129056,137952,134560,141344,144352,146496,142880,146624,149824,157216
sequential,add_new_x300,minimum,:gb_trees.enter/3,2026-04-06T00:37:56.390909Z,108880,127960,132360,139320,130280,139040,143680,146000,148480,152720,144480,159520,170640,166400,174880,178640,181320,176800,181480,185480,194720
sequential,add_new_x300,minimum,:xb5_bag.add/2,2026-04-06T00:37:56.448887Z,96352,110328,119216,125544,127248,131712,131264,136272,138624,138480,140184,150376,151992,157632,164136,163680,167408,171248,173088,169344,179080
sequential,add_new_x300,minimum,:xb5_sets.add/2,2026-04-06T00:37:56.458120Z,80368,92096,98440,101712,106144,107592,107752,111344,112264,110440,110880,120224,122504,123392,127736,132136,133080,135272,135680,136272,139272
sequential,add_new_x300,minimum,:xb5_trees.enter/3,2026-04-06T00:37:56.409705Z,109240,123320,131592,138448,140768,143848,143416,149288,151336,151040,152272,161992,163160,168536,174816,174272,177960,181288,183272,179448,189080
sequential,add_new_x300,25th_percentile,:gb_sets.add/2,2026-04-06T00:37:56.342820Z,93470.0,104508.0,107424.0,112992.0,105824.0,112760.0,116408.0,118592.0,120280.0,123704.0,117216.0,129176.0,138144.0,134816.0,141408.0,144488.0,146584.0,142912.0,146712.0,149952.0,157368.0
sequential,add_new_x300,25th_percentile,:gb_trees.enter/3,2026-04-06T00:37:56.390909Z,115088.0,128860.0,132480.0,139440.0,130480.0,139150.0,143710.0,146440.0,148550.0,152830.0,144720.0,159670.0,170880.0,166720.0,174960.0,178810.0,181430.0,176840.0,181590.0,185640.0,194910.0
sequential,add_new_x300,25th_percentile,:xb5_bag.add/2,2026-04-06T00:37:56.448887Z,97286.0,111184.0,120720.0,125806.0,128360.0,132082.0,132040.0,137072.0,138952.0,138974.0,140594.0,150708.0,152168.0,157920.0,164184.0,163840.0,167464.0,171352.0,173184.0,169364.0,179128.0
sequential,add_new_x300,25th_percentile,:xb5_sets.add/2,2026-04-06T00:37:56.458120Z,81104.0,92868.0,98840.0,102376.0,106462.0,108062.0,108462.0,111836.0,112526.0,110852.0,111280.0,120352.0,122624.0,123608.0,127784.0,132240.0,133128.0,135344.0,135728.0,136280.0,139288.0
sequential,add_new_x300,25th_percentile,:xb5_trees.enter/3,2026-04-06T00:37:56.409705Z,110050.0,124216.0,133508.0,138878.0,141644.0,144436.0,144478.0,150152.0,151656.0,151548.0,152762.0,1.624e5,163368.0,168856.0,174864.0,174480.0,178064.0,181424.0,183368.0,179488.0,189128.0
sequential,add_new_x300,median,:gb_sets.add/2,2026-04-06T00:37:56.342820Z,96880.0,104960.0,107520.0,113184.0,105888.0,113056.0,1.168e5,118656.0,120448.0,123872.0,117280.0,129312.0,138176.0,134944.0,141568.0,144640.0,146688.0,142976.0,146880.0,150112.0,157408.0
